mean pos,mean neg,Tweet,Clean,class,NO URL,NO STOPWORD,NO NUMBER,NO REPEAT,NO ACRONYM,NO NEGATION,OUR
1,1,LIVE streaming view of the #olympics at the main plaza. See if you can see yourself on the @SundialHotel Cam! http://ow.ly/16Ak5,live streaming view #olympics main plaza see see @sundialhotel cam,2,live streaming view #olympics main plaza see see @sundialhotel cam htp://ow.ly/ak,live streaming view of the #olympics at the main plaza see if you can see yourself on the @sundialhotel cam,live streaming view #olympics main plaza see see @sundialhotel cam,live streaming view #olympics main plaza see see @sundialhotel cam,live streaming view #olympics main plaza see see @sundialhotel cam,live streaming view #olympics main plaza see see @sundialhotel cam,live streaming view main plaza see see cam
1,2,Sometimes I feel it might just be easier to spell my name the way everyone thinks it's spelt.,sometimes feel might easier spell name way everyone thinks spelt,0,sometimes feel might easier spell name way everyone thinks spelt,sometimes i feel it might just be easier to spell my name the way everyone thinks it's spelt,sometimes feel might easier spell name way everyone thinks spelt,sometimes feel might easier spell name way everyone thinks spelt,sometimes feel might easier spell name way everyone thinks spelt,sometimes feel might easier spell name way everyone thinks spelt,sometimes feel might easier spell name way everyone thinks spelt
1,1,RT @consumernz: Help pick this month?s Consumer magazine cover with our short survey: http://bit.ly/coverspanel,rt @consumernz help pick month consumer magazine cover short survey,2,rt @consumernz help pick month consumer magazine cover short survey htp://bit.ly/coverspanel,rt @consumernz help pick this month s consumer magazine cover with our short survey,rt @consumernz help pick month consumer magazine cover short survey,rt @consumernz help pick month consumer magazine cover short survey,rt @consumernz help pick month consumer magazine cover short survey,rt @consumernz help pick month consumer magazine cover short survey,rt help pick month consumer magazine cover short survey
1,1,At the doctors getting prescriptions for the year,doctors getting prescriptions year,2,doctors getting prescriptions year,at the doctors getting prescriptions for the year,doctors getting prescriptions year,doctors getting prescriptions year,doctors getting prescriptions year,doctors getting prescriptions year,doctors getting prescriptions year
1,1,@BRIANMBENDIS release that sea beast...and get kraken',@brianmbendis release sea beast ... get kraken,2,@brianmbendis release sea beast ... get kraken,@brianmbendis release that sea beast ... and get kraken,@brianmbendis release sea beast ... get kraken,@brianmbendis release sea beast ... get kraken,@brianmbendis release sea beast ... get kraken,@brianmbendis release sea beast ... get kraken,release sea beast ... get kraken
1,3,@Dragatomi The thought of an all-nighter makes me shudder. I'd be sleeping for days. DAYS!,@dragatomi thought al-nighter makes shudder i'd sleeping days days,0,@dragatomi thought al-nighter makes shudder i'd sleeping days days,@dragatomi the thought of an al-nighter makes me shudder i'd be sleeping for days days,@dragatomi thought al-nighter makes shudder i'd sleeping days days,@dragatomi thought all-nighter makes shudder i'd sleeping days days,@dragatomi thought al-nighter makes shudder i'd sleeping days days,@dragatomi thought al-nighter makes shudder i'd sleeping days days,thought al-nighter makes shudder i'd sleeping days days
1,1,More @ http://rapidsheyexcesses.hotwebcamz.info/,,2,htp://rapidsheyexceses.hotwebcamz.info/,more,,,,,
2,1,"@DBJones25 ^DS shit no problem, whats good didnt hit you up yesterday was in the studio all night",@dbjones ds shit problem whats good did not hit yesterday studio night,4,@dbjones ds shit problem whats good did not hit yesterday studio night,@dbjones ds shit no problem whats good did not hit you up yesterday was in the studio all night,@dbjones25 ds shit problem whats good did not hit yesterday studio night,@dbjones ds shit problem whats good did not hit yesterday studio night,@dbjones ds shit problem whats good did not hit yesterday studio night,@dbjones ds shit problem whats good did not hit yesterday studio night,ds shit problem whats good did not hit yesterday studio night
1,1,@PurrfectBop: @ameenmaj @akashkaysajith and @ksekher adopted me to Chinmaya! Its a LOng Story--> ippo ival chinmayayude thanga kudam aanu!,@purfectbop @amenmaj @akashkaysajith @ksekher adopted chinmaya long story --> ipo ival chinmayayude thanga kudam anu,2,@purfectbop @amenmaj @akashkaysajith @ksekher adopted chinmaya long story --> ipo ival chinmayayude thanga kudam anu,@purfectbop @amenmaj @akashkaysajith and @ksekher adopted me to chinmaya its a long story --> ipo ival chinmayayude thanga kudam anu,@purfectbop @amenmaj @akashkaysajith @ksekher adopted chinmaya long story --> ipo ival chinmayayude thanga kudam anu,@purrfectbop @ameenmaj @akashkaysajith @ksekher adopted chinmaya long story --> ippo ival chinmayayude thanga kudam aanu,@purfectbop @amenmaj @akashkaysajith @ksekher adopted chinmaya long story --> ipo ival chinmayayude thanga kudam anu,@purfectbop @amenmaj @akashkaysajith @ksekher adopted chinmaya long story --> ipo ival chinmayayude thanga kudam anu,adopted chinmaya long story --> ipo ival chinmayayude thanga kudam anu
1,1,"RT @banidohabbo: UI, LINDOOOOO TIRA TUDO -Q (@_andrecoca live on http://twitcam.com/fcl9)",rt @banidohabo ui lindo tira tudo q @_andrecoca live,2,rt @banidohabo ui lindo tira tudo q @_andrecoca live htp://twitcam.com/fcl,rt @banidohabo ui lindo tira tudo q @_andrecoca live on,rt @banidohabo ui lindo tira tudo q @_andrecoca live,rt @banidohabbo ui lindooooo tira tudo q @_andrecoca live,rt @banidohabo ui lindo tira tudo q @_andrecoca live,rt @banidohabo ui lindo tira tudo q @_andrecoca live,rt ui lindo tira tudo q @_andrecoca live
2,1,RT @EVRY1NOSEJadeC: @youngchief415 I got some cherry limeaid n the fridge whats hanenen lol,rt @evrynosejadec @youngchief got cherry limeaid fridge whats hanenen very funny,4,rt @evrynosejadec @youngchief got cherry limeaid fridge whats hanenen very funny,rt @evrynosejadec @youngchief i got some cherry limeaid and the fridge whats hanenen very funny,rt @evry1nosejadec @youngchief415 got cherry limeaid fridge whats hanenen very funny,rt @evrynosejadec @youngchief got cherry limeaid fridge whats hanenen very funny,rt @evrynosejadec @youngchief got cherry limeaid n fridge whats hanenen lol,rt @evrynosejadec @youngchief got cherry limeaid fridge whats hanenen very funny,rt got cherry limeaid fridge whats hanenen very funny
4,1,Happy birthday toooo meee :) http://tweetphoto.com/11552258,happy birthday :),4,happy birthday :) htp://twetphoto.com/,happy birthday too me :),happy birthday :),happy birthday toooo meee :),happy birthday :),happy birthday :),happy birthday happy
4,1,@WhoaOhCharlotte yess! i loved it! Taylor Swift and Anne Hathaway are hilarious in it! :],@whoaohcharlote yes loved taylor swift ane hathaway hilarious :],4,@whoaohcharlote yes loved taylor swift ane hathaway hilarious :],@whoaohcharlote yes i loved it taylor swift and ane hathaway are hilarious in it :],@whoaohcharlote yes loved taylor swift ane hathaway hilarious :],@whoaohcharlotte yess loved taylor swift anne hathaway hilarious :],@whoaohcharlote yes loved taylor swift ane hathaway hilarious :],@whoaohcharlote yes loved taylor swift ane hathaway hilarious :],yes loved taylor swift ane hathaway hilarious happy
1,1,Just uploaded a new photo on CRAFTSU: Buy and Sell Crafts http://ning.it/aAG2Br,uploaded new photo craftsu buy sell crafts,2,uploaded new photo craftsu buy sell crafts htp://ning.it/agbr,just uploaded a new photo on craftsu buy and sell crafts,uploaded new photo craftsu buy sell crafts,uploaded new photo craftsu buy sell crafts,uploaded new photo craftsu buy sell crafts,uploaded new photo craftsu buy sell crafts,uploaded new photo craftsu buy sell crafts
2,1,@hattikins it'll be on iPlayer in a couple of hours - you then have a week to enjoy it again!,@hatikins it'l iplayer couple hours wk enjoy,4,@hatikins it'l iplayer couple hours wk enjoy,@hatikins it'l be on iplayer in a couple of hours you then have a wk to enjoy it again,@hatikins it'l iplayer couple hours wk enjoy,@hattikins it'll iplayer couple hours wk enjoy,@hatikins it'l iplayer couple hours week enjoy,@hatikins it'l iplayer couple hours wk enjoy,it'l iplayer couple hours wk enjoy
1,2,"tip @techmeme ""In Apps World, Divide and Conquer Carries Risks - NYTimes.com"" ( http://nyti.ms/ak2Khs )",tip @techmeme aps world divide conquer caries risks nytimes.com,0,tip @techmeme aps world divide conquer caries risks nytimes.com htp://nyti.ms/akhs,tip @techmeme in aps world divide and conquer caries risks nytimes.com,tip @techmeme aps world divide conquer caries risks nytimes.com,tip @techmeme applications world divide conquer carries risks nytimes.com,tip @techmeme aps world divide conquer caries risks nytimes.com,tip @techmeme aps world divide conquer caries risks nytimes.com,tip aps world divide conquer caries risks nytimes.com
4,1,@jameyjasta looking forward to plymouth tonight!!!,@jameyjasta looking forward plymouth tonight,4,@jameyjasta looking forward plymouth tonight,@jameyjasta looking forward to plymouth tonight,@jameyjasta looking forward plymouth tonight,@jameyjasta looking forward plymouth tonight,@jameyjasta looking forward plymouth tonight,@jameyjasta looking forward plymouth tonight,looking forward plymouth tonight
5,1,"@ladygaga http://twitpic.com/12qwsl - My feelings for you, my superstar! Little Monsters will be with you 4ever. Love u more than anything!",@ladygaga felings superstar little monsters ever love anything,4,@ladygaga htp://twitpic.com/qwsl felings superstar little monsters ever love anything,@ladygaga my felings for you my superstar little monsters will be with you ever love you more than anything,@ladygaga felings superstar little monsters 4ever love anything,@ladygaga feelings superstar little monsters ever love anything,@ladygaga felings superstar little monsters ever love u anything,@ladygaga felings superstar little monsters ever love anything,felings superstar little monsters ever love anything
1,1,You can now download your favorite MP3's at Associates Outlet Online,download favorite mp's asociates outlet online,2,download favorite mp's asociates outlet online,you can now download your favorite mp's at asociates outlet online,download favorite mp3 asociates outlet online,download favorite mp's associates outlet online,download favorite mp's asociates outlet online,download favorite mp's asociates outlet online,download favorite mp's asociates outlet online
2,1,"Bayh retirement plan fuels GOP hope - Sen. Evan Bayh, Indiana Democrat, said Monday that he will not seek re-electi... http://ow.ly/16AAxT",bayh retirement plan fuels gop hope sen evan bayh indiana democrat said monday seek re-electi ...,4,bayh retirement plan fuels gop hope sen evan bayh indiana democrat said monday seek re-electi ... htp://ow.ly/axt,bayh retirement plan fuels gop hope sen evan bayh indiana democrat said monday that he will not seek re-electi ...,bayh retirement plan fuels gop hope sen evan bayh indiana democrat said monday seek re-electi ...,bayh retirement plan fuels gop hope sen evan bayh indiana democrat said monday seek re-electi ...,bayh retirement plan fuels gop hope sen evan bayh indiana democrat said monday seek re-electi ...,bayh retirement plan fuels gop hope sen evan bayh indiana democrat said monday seek re-electi ...,bayh retirement plan fuels gop hope sen evan bayh indiana democrat said monday seek re-electi ...
