mean pos,mean neg,Tweet,Clean
3,1,@MzJuDolla http://fashioncashsuccess.tumblr.com/ check out my blog!!!!,@mzjudola check blog
2,2,"RT @TLProdigy: @atlhoopstar That squirtin thing, lmao. . . I just can't find it sexy. I TRIED though. lmaooo. - yo @MoGeezie what u say?",rt @tlprodigy @atlhopstar squirtin thing very funny . . . can't find sexy tried though very funny yo @mogezie say
2,1,"RT @CrackerClips2010Pacesetter Awards 2010: Jerry Aronson, education winner: Aronson said he has always considered teaching to be an a...",rt @crackerclipspaceseter awards jerry aronson education winner aronson said always considered teaching ...
1,2,dropped my phone at knotts berry farm -_- water rides FTL!,droped phone knots berry farm water rides ftl
2,2,@ljastars lol you are not :P http://bit.ly/cKNBd5 this is the bag :D :D,@ljastars very funny :p bag :d :d
1,2,The Book of Eli just didn't do it for me...,book eli ...
1,3,White Knight Chronicles: Possibly one of the worst games ever made,white knight chronicles possibly one worst games ever made
1,1,"1961, ""Les Amis De La Music"" by Brigitte Bardot: http://www.youtube.com/watch?v=3cbq7H_Ul34&feature=player_embedded",les amis de la music brigite bardot
1,3,Sitting in my car :( man I think I really messed up with lukas tonight. :(,sitting car :( man think really mesed lukas tonight :(
3,2,"I like how my parents just love to ruin everything, including what would have been the best Valentine's Day of my life.",like parents love ruin everything including would best valentine's day life
1,2,The thing about pictures of scenery is the never quite being able to translate the true experience- http://tweetphoto.com/11371545,thing pictures scenery never quite able translate true experience
1,3,OH SNAP. my 6 year old cousin snores SO loud.,oh snap year old cousin snores loud
1,2,"From ""Hacking Exposed"" 2-14-10: MS update gives some XP boxes blue screen of death: http://tinyurl.com/yl8dz44",hacking exposed ms update gives xp boxes blue screen death
1,1,Photo: (via hopelesslydope) http://tumblr.com/xqr6fc2hx,photo via hopeleslydope
1,1,I posted two new tutorials. One one textures: http://bit.ly/aYgwLL and one on Patterns: http://bit.ly/dCw2WN,posted two new tutorials one one textures one paterns
1,1,New Post!: The Careers through Culinary Arts Program: 20th Anniversary Benefit http://bit.ly/bZ2jbJ,new post carers culinary arts program th anniversary benefit
2,2,@faitholds hahah i dont mean to do that. its because b is right by the space barrrrr on my phone and my computer.,@faitholds hahah dont mean right space bar phone computer
1,2,Ya style is played out like Arnold & that what you talking 'bout Willis.,style played like arnold talking wilis
2,1,@Intricate11 girl ya it was just how they said it especially the in denial part! http://myloc.me/3NJbN,@intricate girl said especially denial part
2,2,forgot to put the frozen yogurt away! whoops:P,forgot put frozen yogurt away whoops :p
1,2,@brigwyn the laptop kept overheating and the repair trips were in the waranty period. They could never figure out what was wrong with it,@brigwyn laptop kept overheating repair trips waranty period could never figure wrong
1,2,"The one time NASCAR should step in today, they don't.",one time nascar step today
3,2,My v-day gift = cartoons & bed rest #lame sum time 2day he will b rubbin my back & tummy :),v-day gift cartons bed rest #lame sum time day rubin back tummy :)
1,3,the annoying cramps is getting my way! I wanna kill eeuuu!,annoying cramps getting way wanna kill eu
1,1,Photo: fuckyeahsubtitles: http://tumblr.com/xit6fw0gf,photo fuckyeahsubtitles
4,1,@justinbieber all I can say is that your are AMAZING! I love & appreciate how you try to treat all your fans equally. We love you!,@justinbieber say amazing love appreciate try treat fans equally love
2,2,@andreakhay no one asked me anything lol me and @_QuickSilver said ear piercings on Monday lol,@andreakhay one asked anything very funny @_quicksilver said ear piercings monday very funny
2,1,V-Day Gift 4 t/Planet> A Guide for Mass Meditation for Global Healing - http://bit.ly/8IqS8V #green #meditation #earth #eco Please RT,v-day gift planet guide mass meditation global healing #gren #meditation #earth #eco please rt
2,1,"Babysitter...check! Day with my honey...check! Nothing else matters, except the kids that is",babysiter ... check day honey ... check nothing else maters except kids
2,1,Happy V Day everyone! Or happy singles awareness day. Whichever works for you...,happy v day everyone happy singles awareness day whichever works ...
2,2,"RT @vcoach: If you don?t like being alone, perhaps it would be wise to start making friends with the one you?re alone with!",rt @vcoach like alone perhaps would wise start making friends one alone
2,2,RT @BITCHUTRIPPIN: RT @shinealious: My body hot lol,rt @bitchutripin rt @shinealious body hot very funny
2,2,Happy Valentine's Day! Check out our Whole Trade roses. We won't tell anyone you only paid $19.99 for a dozen! http://bit.ly/c55QpL,happy valentine's day check whole trade roses tell anyone paid dozen
3,1,"I just took ""You live in a House Between Justin and Chris. In ..."" and got: You and Justin become good friends! Try it: http://bit.ly/9RTQoA",took live house justin chris ... got justin become good friends try
1,2,"Hubs: ""Hon, if you don't have something nice to say..."" Daughter: ""Then she'd never say anything.""",hubs hon something nice say ... daughter she'd never say anything
1,1,Book Review: Does God Believe in Atheists? (John Blanchard) http://ff.im/-fUDch,book review god believe atheists john blanchard
3,1,to all the wonders that swim in the stream who hang around me...you are marvellous and inspirational and this past year devine :) gratitude,wonders swim stream hang around ... marvelous inspirational past year devine :) gratitude
1,3,"Daughter's been *killing* it on video chat with Grandma. I'd put her on that ChatRoulette thing if that weren't, like, awful parenting. #fb",daughter's killing video chat grandma i'd put chatroulete thing like awful parenting #fb
1,1,John Pilger - Pepsi vs Coke in The Ice Cold War http://tinyurl.com/y9e3dgd John Pilger - Apartheid Did Not Die http://tinyurl.com/yb48zl6,john pilger pepsi vs coke ice cold war john pilger apartheid die
2,2,"hi sulli, i beleive, then reply my tweets hihi :) RT @realSULLI why do some people dont really believe my account.",hi suli beleive reply twets hihi :) rt @realsuli people dont really believe account
1,1,Nieuw Amsterdam?s Life & Tender Boats Make Their Way to the Yard (Cruise Addicts) http://tinyurl.com/y9b95mx,nieuw amsterdam life tender boats make way yard cruise adicts
1,1,"[HOMESERVER]At Risk: My Movies installe Windows Media Encoder 9, veuillez ne pas arr?ter ou red?marrer votre Windows Home Server.",homeserver risk movies instale windows media encoder veuilez ne pas ar ter ou red marrer votre windows home server
2,1,"@corynathan I wish! I might have to quiz you after, especially about Daniel Burkas talk.",@corynathan wish might quiz especially daniel burkas talk
1,1,4480??,
3,1,RT @vltrgn: RT @aainaanasibah happy Sunday!,rt @vltrgn rt @ainanasibah happy sunday
1,1,"?1?: How to MAVERICKS SURF 11/7/09: THE FIRST PADDLE DAY OF THE YEAR. PETER MEL, ION BANNER, TYLER FOX, NA... http://bit.ly/bExblM Let's go",mavericks surf /: first paddle day year peter mel ion banner tyler fox na ... let's go
1,2,Wish I was in Barcelona at the Mobile World Congress this week: http://bit.ly/4yTlYI Friends going. Maybe next year schedules will work out.,wish barcelona mobile world congress wk friends going maybe next year schedules work
1,2,The next person to tell me that flirting is harmless will be getting slapped on sight... Flirting plants seeds...,next person tell flirting harmless getting slaped sight ... flirting plants seds ...
2,1,RT @NelenaBieber: okay! this is like my 100th tweet for #Nelena4Vday ...still not on tt?? really??,rt @nelenabieber okay like th tweet #nelenavday ... still really
1,1,RT @romeoMARVELOUS: #GagaAteOurHearts #GagaAteOurHearts #GagaAteOurHearts #GagaAteOurHearts #GagaAteOurHearts #GagaAteOurHearts #GagaAteOurHearts #GagaAteOurHea,rt @romeomarvelous #gagateourhearts #gagateourhearts #gagateourhearts #gagateourhearts #gagateourhearts #gagateourhearts #gagateourhearts #gagateourhea
1,1,RT @weLOVEsue: #GhettoVdayGifts watchin movie BET blackbuster...and then the AIDS commercial comes on... #awkwardmoment,rt @welovesue #ghetovdaygifts watchin movie bet blackbuster ... aids commercial comes ... #awkwardmoment
1,1,@todofandadisney http://twitpic.com/139jkz - jose,@todofandadisney jose
2,2,Stamkos scores for T-Bay...and Walker/Prust square off.,stamkos scores t-bay ... walker prust square
2,1,http://twitpic.com/1395mn - More meadow thanks to @kstew411,meadow thanks @kstew
2,1,The extra benefit of a Modulating Boiler,extra benefit modulating boiler
1,2,"You could have a hard time letting go of your ambitions now, b... More for Capricorn http://twittascope.com/twittascope/?sign=10",could hard time leting go ambitions ... capricorn
2,1,Dodi and Diana wanted a wedding made in heaven ... ... http://bit.ly/aPoPkJ,dodi diana wanted wedding made heaven ... ...
3,1,great song!!! (YouTube http://youtu.be/a1sf2CzEq0w?a),great song youtube
1,1,dropping off the girls back home to YPO,dropping girls back home ypo
2,1,i wanna meet @Jillisalynn so i might have to come to my homie jheri party..,wanna meet @jilisalyn might come homie jheri party ..
1,3,@CourtneySit my kitchen's so tiny if I don't put them away I have to walk on tippy-toe around my lounge to get anywhere,@courtneysit kitchen's tiny put away walk tipy-toe around lounge get anywhere
1,1,Wew! Whose cat?? RT @ayubabe: RIP Casper...kucing di london yg suka naik bis tiap hri...hiks.. http://myloc.me/3OAUz,wew whose cat rt @ayubabe Rest In Peace casper ... kucing di london yg suka naik bis tiap hri ... hiks ..
1,2,"Oh my lord, a group of Melissa Marie wannabes have walked into the restaurant. Not everyone can get away with the look. Eeeek.",oh lord group melisa marie wanabes walked restaurant everyone get away look ek
1,3,"Wtf. There's a pot deal going down in front of my house..o_O THIS ISN'T STOCKTON, DAMNIT..",damn there's pot deal going front house .. o_o stockton damn ..
1,3,@michaelgmassey is a bad influence. my liver hates me.,@michaelgmasey bad influence liver hates
2,2,"lol u righttt...and why u change ur name AGAIN. RT @MissOfficiEllE be nice to ""All the single ladies"" *beyonce voice* youre taunting them..",very funny right ... change name rt @misoficiele nice single ladies beyonce voice youre taunting ..
2,2,"I'm at a loss for jokes right now lol I need sumn' in my system!! (Austin Powers' voice) ""Somebody stole my mojo!""",i'm loss jokes right very funny need sumn system austin powers voice somebody stole mojo
1,1,RT @Reactor105: Yo Soy Tu Amigo Fiel - Toy Story http://www.youtube.com/watch?v=5B3rG1CI4hQ,rt @reactor yo soy tu amigo fiel toy story
2,1,"Ollie Hales`s (United States, North Carolina) testimonial how to make money online for free.",olie hales united states north carolina testimonial make money online free
2,3,"@badyellowchick i said great minds...how's the insulting you?....you're so ungrateful smh, women",@badyelowchick said great minds ... how's insulting ... ungrateful smh women
2,1,#fancy RT @koball: Sporting a bowtie tonight at we hit Minerva's for a Valentine's Evening out with my girls.,#fancy rt @kobal sporting bowtie tonight hit minerva's valentine's evening girls
1,1,just joined a video chat with 6 other people at http://tinychat.com/lauryxxoyoutube #tinychat,joined video chat people #tinychat
1,1,I favorited a YouTube video -- Behind the Scenes - Monica Bellucci by Craig McDean http://youtu.be/7wH3DcBpqbI?a,favorited youtube video behind scenes monica beluci craig mcdean
1,1,@realGTRUTH I heard the moto was better.,@realgtruth heard moto better
2,2,RT @BirdWatchingMag: We're on our third day with @birdingholland - just a handful of species short of 100. Can we hit the century? Don't bet against it,rt @birdwatchingmag we're third day @birdingholand handful species short hit century bet
1,1,Money Making Marketing For Loan Officers.: New Money Making Marketing E-book For Mortgage Loan Officers. Increase ... http://bit.ly/c1eGlz,money making marketing loan oficers new money making marketing e-bok mortgage loan oficers increase ...
1,2,@jesscann They probably just want to draw people in and then when you're there they'll tell you the real price.,@jescan probably want draw people they'l tell real price
1,1,Join Educators 2.0! http://bit.ly/4TqBAe,join educators
1,3,@TheBotLebowski Shut the fuck up Donny! http://www.youtube.com/watch?v=MjYJ7zZ9BRw,@thebotlebowski shut fuck dony
2,1,@heidianderson Thanks for the RT Heidi..,@heidianderson thanks rt heidi ..
3,1,RT @icarusaccount: Happy Valentines Day everyone! tell someone you love them today <3,rt @icarusacount happy valentines day everyone tell someone love today
1,1,ADUUUH another mencret dramaRT @mamunBANDIT: Kalo mau sedikit saja buka hatilo!! http://myloc.me/3Ob51 http://myloc.me/3OhxW,aduh another mencret dramart @mamunbandit kalo mau sedikit saja buka hatilo
